city,latitude,longitude,country,population
Itupeva,-23.1531,-47.0578,Brazil,54128
Pinto,40.25,-3.7,Spain,53537
Sado,38.0183,138.3683,Japan,54304
Siena,43.3183,11.3314,Italy,53901
El Rama,12.2333,-84.3043,Nicaragua,54337
Hanyū,36.1728,139.5486,Japan,53431
Jalor,25.35,72.6167,India,54081
Kāliyāganj,25.63,88.32,India,53530
Cachoeiras de Macacu,-22.4628,-42.6528,Brazil,54273
Milford,41.2256,-73.0616,United States,54328
Tarma,-11.4167,-75.6833,Peru,54078
Fréjus,43.433,6.737,France,53786
Zarafshon Shahri,41.5667,64.2,Uzbekistan,54300
Xingcheng,40.1399,118.303,China,52814
Valle del Guamuez,0.4253,-76.9053,Colombia,54237
Vikārābād,17.33,77.9,India,53143
Hashtpar,37.7992,48.9053,Iran,54178
Ruteng,-8.6118,120.4698,Indonesia,53976
Rotorua,-38.1378,176.2514,New Zealand,54204
Ixhuatlán de Madero,20.6833,-98.0167,Mexico,54132
Narva,59.3792,28.2006,Estonia,53424
Barra,-11.0889,-43.1419,Brazil,54188
Tokmok,42.839,75.291,Kyrgyzstan,53231
Zhigulevsk,53.4,49.5,Russia,53407
Arroyo Grande,35.1241,-120.5845,United States,54177
Kampen,52.55,5.9,Netherlands,53779
Titay,7.8682,122.5613,Philippines,53994
Tagkawayan,13.9667,122.5333,Philippines,54003
Acará,-1.9608,-48.1969,Brazil,54080
Badūria,22.74,88.79,India,52493
Avellino,40.9153,14.7897,Italy,53908
Dholka,22.72,72.47,India,53792
Minnetonka,44.9322,-93.4598,United States,54064
Cuenca,40.0667,-2.15,Spain,53988
Puerto Libertador,7.8881,-75.6717,Colombia,53990
Shali,43.15,45.9,Russia,53807
Cabagan,17.4333,121.7667,Philippines,53897
New Plymouth,-39.0578,174.0742,New Zealand,53988
Tajumulco,15.0839,-91.9233,Guatemala,53791
Tuni,17.35,82.55,India,53425
Wayne,40.9481,-74.2453,United States,53954
La Lima,15.433,-87.917,Honduras,53492
Liski,50.9822,39.4994,Russia,53897
Markala,13.6739,-6.075,Mali,53738
Três Pontas,-21.3669,-45.5128,Brazil,53860
Jaggayyapeta,16.892,80.0976,India,53530
Yucaipa,34.0336,-117.0429,United States,53921
Svobodnyy,51.3833,128.1333,Russia,53678
Salo,60.3831,23.1331,Finland,53890
Impasugong,8.3,125,Philippines,53863
Brunswick,31.145,-81.474,United States,53914
Bījār,35.8741,47.5937,Iran,53871
Magpet,7.1167,125.1167,Philippines,53800
Kitaotao,7.6397,125.0089,Philippines,53796
Williamsport,41.2398,-77.0371,United States,53861
São Francisco do Sul,-26.2428,-48.6378,Brazil,53746
São Francisco,-15.9489,-44.8639,Brazil,53828
Hamada,34.8992,132.08,Japan,53753
Sibonga,10.0333,123.5667,Philippines,53424
Pasacao,13.5167,123.05,Philippines,53461
Kongoussi,13.3333,-1.5333,Burkina Faso,53641
Union,42.1258,-76.0329,United States,53779
Ajuy,11.1725,123.0196,Philippines,53462
Port Shepstone,-30.7411,30.4547,South Africa,52793
Huesca,42.1333,-0.4167,Spain,53429
Nordhorn,52.4333,7.0667,Germany,53403
Elyria,41.3761,-82.1063,United States,53757
Leesburg,39.1058,-77.5544,United States,53727
Elda,38.4789,-0.7967,Spain,52551
Mount Prospect,42.0641,-87.9375,United States,53719
Marco de Canavezes,41.1833,-8.15,Portugal,53450
Dauis,9.6253,123.8658,Philippines,52492
Krasnokamsk,58.0833,55.75,Russia,53631
Upata,8.0204,-62.41,Venezuela,53685
Guiuan,11.0333,125.7333,Philippines,53361
Velletri,41.6667,12.7833,Italy,53188
Wetzlar,50.5667,8.5,Germany,52954
Enerhodar,47.4989,34.6558,Ukraine,53567
Bristol,40.1216,-74.8667,United States,53649
Pinellas Park,27.8589,-82.7078,United States,53637
Frechen,50.9167,6.8167,Germany,52473
Zhangjiazhuang,38.1753,114.7395,China,52604
Neustadt,49.3443,8.1952,Germany,53148
Encarnación de Díaz,21.5167,-102.2333,Mexico,53555
Anzio,41.4472,12.6283,Italy,52381
Naka,36.4575,140.4867,Japan,53035
Acireale,37.6125,15.1656,Italy,52269
Pijijiapan,15.6867,-93.2092,Mexico,53525
Bellevue,41.1535,-95.9357,United States,53544
West Sacramento,38.5557,-121.5504,United States,53519
Lucban,14.1133,121.5569,Philippines,53091
Frutal,-20.025,-48.9408,Brazil,53468
Gudermes,43.35,46.1,Russia,52908
Pirapora,-17.3478,-44.9436,Brazil,53368
Yangmei,22.8728,112.7802,China,53224
Mutsu,41.2931,141.1831,Japan,53393
Barbosa,6.4375,-75.3306,Colombia,53167
Xincheng,39.9883,112.4673,China,52903
Apopka,28.7014,-81.5304,United States,53447
Olímpia,-20.7369,-48.915,Brazil,53360
Pryluky,50.6,32.4,Ukraine,53395
Lewiston,46.3934,-116.9934,United States,53384
Barobo,8.55,126.2,Philippines,53146
Molave,8.0833,123.4833,Philippines,53140
Hervey Bay,-25.29,152.84,Australia,52073
Santo Estêvão,-12.43,-39.2508,Brazil,53193
Yaozhuangcun,30.9113,120.9573,China,52619
Capivari,-22.995,-47.5078,Brazil,53152
São Bento do Una,-8.5228,-36.4439,Brazil,53242
Buenavista,10.7,122.6333,Philippines,52899
Millcreek,42.0861,-80.1193,United States,53297
Grand Island,40.9214,-98.3584,United States,53296
Aurora,7.9484,123.5819,Philippines,52995
Akbou,36.4667,4.5333,Algeria,52282
Tame,6.4583,-71.7447,Colombia,53266
Palm Desert,33.7378,-116.3695,United States,53275
Canguçu,-31.395,-52.6758,Brazil,53259
Açu,-5.5769,-36.9089,Brazil,53227
Karlovac,45.4931,15.5558,Croatia,53134
Vyksa,55.3194,42.1731,Russia,53219
Kalamáta,37.0378,22.1111,Greece,53041
San Bartolomé,27.9254,-15.5726,Spain,53066
Passau,48.5667,13.4667,Germany,52469
Leopoldina,-21.5319,-42.6428,Brazil,53145
Milford city,41.2256,-73.0625,United States,53195
San Severo,41.6951,15.3793,Italy,53015
Watertown,43.9734,-75.9094,United States,53163
Acopiara,-6.095,-39.4528,Brazil,53135
Sagua la Grande,22.8086,-80.0711,Cuba,53077
Hamtic,10.7,121.9833,Philippines,52685
Pasaje,-3.3269,-79.8049,Ecuador,52673
Little Elm,33.1856,-96.929,United States,53126
Padre Garcia,13.8833,121.2167,Philippines,51853
Chambersburg,39.9315,-77.6556,United States,53083
Peabody,42.5335,-70.9724,United States,53070
Wylie,33.0362,-96.5161,United States,53067
Manicoré,-5.8089,-61.3,Brazil,53053
Beaufort,32.4597,-80.7235,United States,53051
Arsenyev,44.1667,133.2667,Russia,52471
Mercedes,-34.65,-59.4333,Argentina,52949
Ahlen,51.7633,7.8911,Germany,52582
Venkatagiri,13.9667,79.5833,India,52688
DeSoto,32.5992,-96.8633,United States,52988
Sihor,21.7,71.97,India,52603
Sison,16.1667,120.5167,Philippines,52320
Alvarado,18.7811,-95.7572,Mexico,52927
Mafra,-26.1108,-49.805,Brazil,52912
Lorica,9.2419,-75.816,Colombia,52771
Chone,-0.6833,-80.1,Ecuador,52810
Tomiya,38.4,140.8953,Japan,51859
Imarichō-kō,33.2647,129.8808,Japan,52694
Bani,16.1869,119.8592,Philippines,52603
Jangaon,17.72,79.18,India,52394
Usa,33.5319,131.3494,Japan,52767
Kobryn,52.2167,24.3667,Belarus,52843
Poprad,49.05,20.3,Slovakia,52037
Mongaguá,-24.0869,-46.6289,Brazil,52492
Edina,44.8914,-93.3602,United States,52857
San Joaquin,10.6,122.0833,Philippines,52617
Wolfenbüttel,52.1622,10.5369,Germany,52174
Krasnokamensk,50.1,118.0333,Russia,52811
Tutóia,-2.7619,-42.2739,Brazil,52788
Canoinhas,-26.1769,-50.39,Brazil,52765
União da Vitória,-26.23,-51.0858,Brazil,52735
San José Villa de Allende,19.3747,-100.1475,Mexico,52641
Capitão Poço,-1.745,-47.065,Brazil,52768
Colmenar Viejo,40.6589,-3.7658,Spain,52480
Minami-Sōma,37.6422,140.9572,Japan,52619
Wheaton,41.8561,-88.1083,United States,52745
Thongwa,16.7547,96.5193,Myanmar,52496
Huaiyang,37.7558,114.5364,China,50859
Beykoz,41.125,29.1056,Turkey,51689
Ålesund,62.4723,6.1549,Norway,52163
Burauen,10.9833,124.9,Philippines,52511
Ibajay,11.8167,122.1667,Philippines,52364
Naguilian,16.5333,120.4,Philippines,52189
Jaén,-5.6992,-78.8009,Peru,52493
Torrelavega,43.3531,-4.0458,Spain,51237
Granja,-3.12,-40.8258,Brazil,52645
Pacora,9.08,-79.28,Panama,52494
An Nabk,34.025,36.7344,Syria,52502
Miyakojima,24.8056,125.2811,Japan,52390
Bato,13.3561,123.3639,Philippines,52155
Horishni Plavni,49.0107,33.6562,Ukraine,52167
Mandamāri,18.9822,79.4811,India,52352
Sertolovo,60.1417,30.2119,Russia,52535
President Roxas,7.1544,125.0558,Philippines,52512
Lacey,47.046,-122.7934,United States,52592
Claveria,8.61,124.8947,Philippines,52478
Qabqa,36.2814,100.6131,China,52500
Caetité,-14.0689,-42.475,Brazil,52531
Summerville,33.0015,-80.1799,United States,52549
Vyazma,55.2103,34.285,Russia,52506
Alaminos,14.0635,121.2451,Philippines,51619
Boa Viagem,-5.1278,-39.7319,Brazil,52498
Tamboril,19.48,-70.6,Dominican Republic,51695
Diu,20.715,70.9844,India,52074
Pordenone,45.9626,12.6563,Italy,51127
Marechal Deodoro,-9.71,-35.895,Brazil,52260
Parsippany-Troy Hills,40.8601,-74.4238,United States,52407
Roman,46.93,26.93,Romania,50713
Sapé,-7.095,-35.2328,Brazil,52218
Girardota,6.3769,-75.4461,Colombia,51662
Ibbenbüren,52.2778,7.7167,Germany,51904
Kleve,51.79,6.14,Germany,51845
Naviraí,-23.065,-54.1908,Brazil,52367
Taxco de Alarcón,18.5564,-99.605,Mexico,52217
Leon,10.7808,122.3894,Philippines,51990
Delmiro Gouveia,-9.3858,-37.9958,Brazil,52262
Civitavecchia,42.1,11.8,Italy,51595
Welland,42.9833,-79.2333,Canada,52293
Jaguariúna,-22.68,-46.99,Brazil,51907
Basankusu,1.2222,19.8028,Congo (Kinshasa),52216
Novovolynsk,50.7333,24.1667,Ukraine,52188
Abdul Hakim,30.5522,72.1278,Pakistan,51494
Cruz del Eje,-30.7333,-64.8,Argentina,52172
Portel,-1.9358,-50.8208,Brazil,52172
Granadilla de Abona,28.1167,-16.5833,Spain,51850
Belorechensk,44.7667,39.8667,Russia,52082
Buíque,-8.6233,-37.1564,Brazil,52105
Maricopa,33.0404,-112.0006,United States,52127
Stratford,41.207,-73.1305,United States,52120
Villareal,39.9378,-0.1014,Spain,51130
Ālbū Kamāl,34.45,40.9186,Syria,52020
Wangjiazhai,26.6895,104.8043,China,51869
Izumi,32.0906,130.3528,Japan,51893
San Onofre,9.7372,-75.5256,Colombia,51991
Trinidad,21.8,-79.9667,Cuba,51994
Porto Feliz,-23.215,-47.5239,Brazil,51928
Lompoc,34.6618,-120.4714,United States,52020
Mabini,13.7167,120.9,Philippines,50858
Timashevsk,45.6167,38.9333,Russia,51925
Calviá,39.5657,2.5062,Spain,51567
Eilat,29.55,34.95,Israel,51935
Parobé,-29.6289,-50.835,Brazil,51502
Metpalli,18.8297,78.5878,India,50902
Howell,40.1819,-74.1977,United States,51959
Caldas da Rainha,39.4069,-9.1363,Portugal,51729
Gwadar,25.1264,62.3225,Pakistan,51901
Bandō,36.0483,139.8889,Japan,51511
Caramoan,13.7707,123.8631,Philippines,51728
El Bagre,7.6047,-74.8086,Colombia,51862
Battipaglia,40.6167,14.9833,Italy,51005
Cardona,14.4861,121.2289,Philippines,50143
Kentwood,42.8852,-85.5925,United States,51898
Berriozábal,16.7985,-93.2716,Mexico,51722
Covilhã,40.2833,-7.5,Portugal,51797
Bad Kreuznach,49.8469,7.8669,Germany,50948
Pola de Siero,43.3833,-5.65,Spain,51608
Livingston,55.8834,-3.5157,United Kingdom,50826
Shimencun,30.6263,120.4409,China,51021
Levittown,40.1537,-74.853,United States,51818
Itupiranga,-5.135,-49.3269,Brazil,51806
Mulongo,-7.8349,26.9985,Congo (Kinshasa),51603
Karviná,49.8542,18.5428,Czechia,50902
Huazangsi,36.9836,103.1265,China,51603
Tsukubamirai,35.9631,140.0372,Japan,51134
Solnechnogorsk,56.1844,36.995,Russia,51612
Caleta Olivia,-46.4333,-67.5333,Argentina,51733
Sierra Vista,31.563,-110.3153,United States,51731
Woerden,52.0858,4.8833,Netherlands,51156
Mazara del Vallo,37.6517,12.5875,Italy,51488
Tulsīpur,28.1278,82.2956,Nepal,51537
El Talar de Pacheco,-34.4719,-58.655,Argentina,50426
Campo Belo,-20.8969,-45.2769,Brazil,51544
Guapimirim,-22.5369,-42.9819,Brazil,51483
Chieti,42.3511,14.1674,Italy,50770
Rovigo,45.0809,11.794,Italy,51149
São Miguel do Guamá,-1.6269,-47.4828,Brazil,51567
Rincón de la Victoria,36.7167,-4.2833,Spain,49790
Guarne,6.2792,-75.4419,Colombia,51265
Madison,34.7114,-86.7626,United States,51593
Smyrna,35.9722,-86.5253,United States,51586
Speyer,49.3194,8.4311,Germany,50378
Bantacan,7.5333,126.1333,Philippines,51466
North Bay,46.3,-79.45,Canada,51553
Knysna,-34.0356,23.0489,South Africa,51078
Glendora,34.1449,-117.8468,United States,51544
Pau d’Alho,-7.8969,-35.18,Brazil,51357
Zhexiang,24.2591,98.2826,China,51477
Butare,-2.6,29.75,Rwanda,50220
Ocampo,13.5594,123.3761,Philippines,51073
Tucurú,15.3,-90.0667,Guatemala,50971
Burien,47.4762,-122.3394,United States,51500
Scandicci,43.7544,11.1894,Italy,50645
Ribeira do Pombal,-10.8339,-38.5358,Brazil,51418
Uzlovaya,53.9791,38.1601,Russia,51358
Trairi,-3.2778,-39.2689,Brazil,51422
Arao,32.9867,130.4333,Japan,50570
Satte,36.0781,139.7258,Japan,49961
Cuyotenango,14.5421,-91.5723,Guatemala,50860
Böblingen,48.6833,9,Germany,50121
Montijo,38.7049,-8.9757,Portugal,51222
Herriman,40.4899,-112.0171,United States,51348
Willich,51.2631,6.5492,Germany,50592
Severomorsk,69.0692,33.4167,Russia,51209
Tadmur,34.56,38.2672,Syria,51323
Misterbianco,37.5183,15.0069,Italy,49992
Hassan Abdal,33.8195,72.689,Pakistan,50044
Farmington,36.7555,-108.1823,United States,51309
New Bern,35.0955,-77.0723,United States,51308
Humaitá,-7.5061,-63.0208,Brazil,51302
Cheremkhovo,53.15,103.0667,Russia,50819
Segovia,40.9481,-4.1183,Spain,51258
San Narciso,13.5677,122.5667,Philippines,51058
Utrera,37.183,-5.767,Spain,51145
Gummersbach,51.0333,7.5667,Germany,50688
Douyu,37.9007,114.5035,China,49914
Repalle,16.02,80.85,India,50866
Hinesville,31.8247,-81.6135,United States,51206
Snezhinsk,56.0833,60.7333,Russia,51048
Hannan,34.3594,135.2397,Japan,49794
Zabīd,14.2,43.3167,Yemen,50781
Ravensburg,47.7831,9.6114,Germany,50623
Nanao,37.0333,136.9667,Japan,51001
Fangcun,37.9799,114.549,China,49212
Asenovgrad,42.0082,24.8773,Bulgaria,51059
Konibodom,40.2833,70.4167,Tajikistan,50400
Timbaúba,-7.505,-35.3178,Brazil,50956
Sakaidechō,34.3164,133.8606,Japan,50577
Arles,43.6767,4.6278,France,51031
Esher,51.3691,-0.365,United Kingdom,50904
Beaumont,33.9076,-116.9766,United States,51063
Goslar,51.906,10.4292,Germany,50753
Collierville,35.0471,-89.6988,United States,51040
Campos do Jordão,-22.7394,-45.5914,Brazil,50852
Nazarovo,56.0064,90.3914,Russia,50397
Laval,48.0733,-0.7689,France,49573
West Lafayette,40.4432,-86.9239,United States,50996
Yūki,36.3053,139.8775,Japan,50218
Aringay,16.3982,120.3555,Philippines,50380
Kalamansig,6.5667,124.05,Philippines,50900
Kyōtango,35.6242,135.0611,Japan,50857
Florissant,38.7996,-90.3269,United States,50952
Hoffman Estates,42.0639,-88.1468,United States,50932
Mozhga,56.45,52.2167,Russia,49328
Ye,15.2533,97.8679,Myanmar,50798
Kirishi,59.4497,32.0086,Russia,50885
Miyako,39.6414,141.9572,Japan,50855
Queen Creek,33.2386,-111.6343,United States,50890
Kizlyar,43.85,46.7167,Russia,49247
Cataingan,12,123.9833,Philippines,50623
Goshogawara,40.8081,140.44,Japan,50757
Susono,35.1739,138.9067,Japan,50510
Fafe,41.45,-8.1667,Portugal,50633
Nakagawa,33.4994,130.4222,Japan,50186
Banī Walīd,31.7455,13.9835,Libya,50824
Kannapolis,35.4764,-80.6403,United States,50841
Higashiura,34.9772,136.9656,Japan,49252
Puławy,51.4166,21.9694,Poland,49839
Tŭrtkŭl,41.55,61,Uzbekistan,50800
Longwan,38.9564,116.1626,China,49949
Beloeil,45.5667,-73.2,Canada,50796
El Jem,35.3,10.7167,Tunisia,50611
Santa Lucía del Camino,17.0667,-96.6833,Mexico,49459
Houten,52.0261,5.1728,Netherlands,49911
Mahalapye,-23.1041,26.8142,Botswana,50744
Mweka,-4.84,21.57,Congo (Kinshasa),50675
Belleville,44.1667,-77.3833,Canada,50716
Beruniy,41.6833,60.75,Uzbekistan,50700
Methuen Town,42.734,-71.1889,United States,50706
Gloria,12.9167,121.4667,Philippines,50496
Peddāpuram,17.08,82.13,India,49477
Yasu,35.0675,136.0258,Japan,50049
Baranoa,10.7956,-74.9194,Colombia,50261
Santiago,-29.1919,-54.8669,Brazil,50635
Shakhtarsk,48.0333,38.4833,Ukraine,49482
La Calera,-32.7833,-71.2167,Chile,50554
Rastatt,48.8572,8.2031,Germany,49783
Starogard Gdański,53.9667,18.5333,Poland,48690
Sahuarita,31.9323,-110.9654,United States,50616
Sittard,51,5.8667,Netherlands,49483
Donsol,12.9167,123.6,Philippines,50281
Lörrach,47.6156,7.6614,Germany,49347
Tebourba,36.8295,9.8411,Tunisia,50458
Qinhe,36.5047,112.3335,China,50143
El Nido,11.1956,119.4075,Philippines,50494
Clacton-on-Sea,51.7918,1.1457,United Kingdom,50548
Nettuno,41.4667,12.6667,Italy,49852
Amulung,17.8387,121.7235,Philippines,50336
Artur Nogueira,-22.5731,-47.1725,Brazil,50246
Traverse City,44.7547,-85.6035,United States,50522
Mirabel,45.65,-74.0833,Canada,50513
San Ignacio,-26.8867,-57.0283,Paraguay,50468
Severn,39.1355,-76.6958,United States,50496
Wao,7.6404,124.7257,Philippines,50366
Catalina Foothills,32.3041,-110.8835,United States,50454
Galveston,29.2487,-94.891,United States,50446
Chinú,9.1097,-75.3981,Colombia,50313
Amora,38.6265,-9.1189,Portugal,48629
Cookeville,36.1484,-85.5114,United States,50408
Pozi,23.4611,120.242,Taiwan,50000
Tājūrā’,32.8819,13.34,Libya,48836
Peine,52.3203,10.2336,Germany,49952
Mishawaka,41.6736,-86.1669,United States,50363
Bhadrāchalam,17.67,80.88,India,50087
Emden,53.3669,7.2061,Germany,49913
Ardea,41.6167,12.55,Italy,49663
Rowland Heights,33.9716,-117.8911,United States,50347
Peñablanca,17.6333,121.7833,Philippines,50300
Baicheng,41.7957,81.8715,China,49207
Weert,51.25,5.7,Netherlands,49842
Casalnuovo di Napoli,40.9167,14.35,Italy,49250
Pananaw,5.9833,121.25,Philippines,49849
Bullhead City,35.1205,-114.546,United States,50309
Irondequoit,43.2096,-77.5705,United States,50302
Stillwater,36.1316,-97.074,United States,50299
Huanghuajie,27.995,103.55,China,50032
Macaúbas,-13.0189,-42.6989,Brazil,50262
Rivoli,45.0725,7.5272,Italy,48629
Ajodhya,26.8036,82.2006,India,49650
East Hartford,41.7634,-72.6152,United States,50272
Nanjian,25.053,100.5231,China,50083
Forney,32.744,-96.4529,United States,50251
Moss,59.434,10.6577,Norway,49668
Xiazhai,27.6909,107.1837,China,50000
Kameyama,34.8558,136.4517,Japan,49971
São Joaquim da Barra,-20.5808,-47.855,Brazil,50110
Erftstadt,50.8167,6.7667,Germany,49801
Alta Floresta,-9.8758,-56.0858,Brazil,50189
Mantova,45.1564,10.7911,Italy,49409
Vargem Grande Paulista,-23.6028,-47.0258,Brazil,48720
Lindong,43.9673,119.357,China,50000
Bhainsa,19.1,77.9667,India,49764
Borovichi,58.4,33.9167,Russia,50144
Itararé,-24.1125,-49.3317,Brazil,50105
Cizre,37.3302,42.1848,Turkey,50023
Roslavl,53.9492,32.8569,Russia,50112
Gogrial,8.5337,28.1167,South Sudan,50065
Shankou,24.5032,116.4046,China,49896
Miyoshi,34.8058,132.8517,Japan,50046
Pontevedra,11.4833,122.8333,Philippines,49725
Albi,43.9289,2.1464,France,48993
Sesto Fiorentino,43.8333,11.2,Italy,49091
Sardasht,36.1553,45.4789,Iran,50000
Zaragoza,15.4531,120.7911,Philippines,49387
Upper Buchanan,5.9161,-10.0525,Liberia,48315
Novovyatsk,58.5083,49.6994,Russia,49475
Nahuizalco,13.7833,-89.7333,El Salvador,49081
Shawinigan,46.5667,-72.75,Canada,50060
Tepeapulco,19.7856,-98.5517,Mexico,49850
Kahemba,-7.2829,19,Congo (Kinshasa),50000
Porvoo,60.3931,25.6639,Finland,49928
Abū Ḩamad,19.537,33.326,Sudan,50000
Nenjiang,49.1745,125.216,China,50000
Chomutov,50.4628,13.4111,Czechia,48349
Jiuzhou,39.5054,116.5642,China,49616
Nichinan,31.6019,131.3789,Japan,49899
Heidenheim,48.6761,10.1544,Germany,49526
Alcala,15.8468,120.5218,Philippines,48908
Azusa,34.1386,-117.9124,United States,49974
Grasse,43.6667,6.9167,France,48865
Chikugo,33.2122,130.5022,Japan,48794
Orangetown,41.0526,-73.9475,United States,49909
Buguruslan,53.6167,52.4167,Russia,49245
Xankəndi,39.8153,46.7519,Azerbaijan,49848
Slonim,53.0833,25.3167,Belarus,49830
Rāmhormoz,31.2783,49.6064,Iran,49822
Ashburn,39.03,-77.4711,United States,49848
Bloomsburg,41.0027,-76.4561,United States,49840
Santa Rita,14.9953,120.6153,Philippines,48209
Bergkamen,51.6167,7.6333,Germany,48725
Prattipādu,16.1878,80.3392,India,49390
Gualán,15.1333,-89.3667,Guatemala,49709
Sosúa,19.7494,-70.5172,Dominican Republic,49593
Morehead City,34.7308,-76.7387,United States,49760
Sesimbra,38.4437,-9.0996,Portugal,49500
Noshiromachi,40.2122,140.0267,Japan,49625
Rosario,8.3814,126.0015,Philippines,49610
Leonberg,48.8014,9.0131,Germany,48733
IJmuiden,52.4586,4.6194,Netherlands,48320
Tomisato,35.7267,140.3431,Japan,49470
Suzaka,36.6511,138.3069,Japan,49393
Dumarao,11.2667,122.6833,Philippines,49506
Ifakara,-8.1296,36.68,Tanzania,49528
Ridder,50.3442,83.5128,Kazakhstan,49695
Coral Gables,25.7037,-80.2715,United States,49700
Batajnica,44.9022,20.2814,Serbia,48600
Enid,36.4061,-97.8701,United States,49688
Zyryanovsk,49.7453,84.2548,Kazakhstan,49658
Zongshizhuang,37.8615,115.0575,China,49014
Smethwick,52.4928,-1.9682,United Kingdom,48180
Cimitarra,6.3133,-73.95,Colombia,49593
Guaxupé,-21.305,-46.7128,Brazil,49430
Liujiaxia,35.9423,103.3146,China,48505
Berber,18.017,33.9833,Sudan,49556
Tōkamachi,37.1275,138.7557,Japan,49472
María la Baja,9.9811,-75.2986,Colombia,49462
Wofotang,38.619,116.2681,China,48986
Odiongan,12.4,122,Philippines,49284
Hikari,33.9617,131.9422,Japan,49013
Viana,-3.22,-45.0039,Brazil,49496
Oroville,39.4999,-121.5634,United States,49513
Kiblawan,6.6167,125.2167,Philippines,49381
Jiashizhuang,37.8683,114.9478,China,48274
Özgön,40.7667,73.3,Kyrgyzstan,49410
Donglizhuang,37.9351,115.0838,China,48686
Wilson,35.7312,-77.9284,United States,49483
Muhanga,-2.0783,29.7581,Rwanda,49038
Chioggia,45.2189,12.2785,Italy,49430
Lawrence,39.8674,-85.9905,United States,49462
Asakura,33.4233,130.6656,Japan,49254
Bad Oeynhausen,52.2,8.8,Germany,48702
Villaguay,-31.85,-59.0167,Argentina,49445
Portage,42.2,-85.5906,United States,49445
Nomimachi,36.4375,136.4961,Japan,48860
Vargem Grande,-3.5428,-43.9158,Brazil,49412
Pio Duran,13.0333,123.45,Philippines,49070
Dulag,10.9525,125.0317,Philippines,48992
Midori,36.3947,139.2811,Japan,49190
Minot,48.2375,-101.2781,United States,49425
Welwyn Garden City,51.8062,-0.1932,United Kingdom,48380
Empoli,43.7167,10.95,Italy,48626
Carmen,9.8167,124.2,Philippines,49191
Vinzons,14.1833,122.9,Philippines,49042
Ad Darwa,33.4167,-7.5333,Morocco,47719
Samaniego,1.3364,-77.5925,Colombia,49178
Minalin,14.9667,120.6833,Philippines,48380
Cwmbran,51.653,-3.021,United Kingdom,48535
Changyŏn,38.2517,125.1021,North Korea,48984
Yong’an,31.0504,109.5167,China,49168
Dunwoody,33.9418,-84.3122,United States,49356
Al Aaroui,35.0104,-3.0073,Morocco,47599
Beberibe,-4.18,-38.1308,Brazil,49311
Malabang,7.5903,124.0703,Philippines,49088
Óbidos,-1.9178,-55.5178,Brazil,49333
Poway,32.9871,-117.0201,United States,49323
Panay,11.55,122.8,Philippines,48890
Libertador General San Martín,-23.8,-64.7833,Argentina,49267
Santa Rosa,-3.4522,-79.9617,Ecuador,48929
Haverford,39.9868,-75.3164,United States,49283
Monopoli,40.95,17.3,Italy,48964
Agustín Codazzi,10.0367,-73.2369,Colombia,49233
Kazanlak,42.6187,25.3932,Bulgaria,49155
Lecco,45.85,9.4,Italy,48177
San Benedetto del Tronto,42.9438,13.8833,Italy,47351
San Jacinto,33.797,-116.9916,United States,49215
Adeje,28.1167,-16.7167,Spain,48733
Lesnoy,58.6333,59.7833,Russia,49056
Freising,48.4028,11.7489,Germany,48634
Palencia,14.6676,-90.3575,Guatemala,48923
Porto Nacional,-10.7078,-48.4169,Brazil,49146
Troy,42.7354,-73.6751,United States,49154
Newark,37.5204,-122.0312,United States,49149
Starachowice,51.05,21.0667,Poland,47638
La Reja,-34.6394,-58.8283,Argentina,47839
Cuyahoga Falls,41.1641,-81.5207,United States,49106
Martigues,43.4053,5.0475,France,48420
Libona,8.3333,124.7333,Philippines,48965
Huaquillas,-3.4803,-80.2317,Ecuador,47706
Ascoli Piceno,42.8547,13.5753,Italy,48773
Lower Paxton,40.3183,-76.7983,United States,49065
Rheda-Wiedenbrück,51.8417,8.3,Germany,48505
Downers Grove,41.7949,-88.017,United States,49057
Jales,-20.2689,-50.5458,Brazil,48922
Bedford,32.8464,-97.135,United States,49049
Dumingag,8.1667,123.35,Philippines,48881
Reedley,36.5987,-119.4473,United States,49042
Dublin,40.1112,-83.1454,United States,49037
Marana,32.4355,-111.1558,United States,49030
Al Mayādīn,35.0208,40.4533,Syria,48922
Martina Franca,40.7,17.3333,Italy,48786
Waalwijk,51.6833,5.0667,Netherlands,48240
Inabanga,10.0333,124.0667,Philippines,48534
Murray,40.6498,-111.8874,United States,48917
Yamaga,33.0167,130.6914,Japan,48753
Bornheim,50.7592,7.005,Germany,48326
Omitama,36.2394,140.3525,Japan,48555
Roswell,33.373,-104.5294,United States,48889
Barotac Viejo,11.05,122.85,Philippines,48614
Pascagoula,30.3665,-88.5507,United States,48869
Waingapu,-9.6582,120.253,Indonesia,48828
Vich,41.9304,2.2546,Spain,47319
Brandon,49.8483,-99.95,Canada,48859
Sanare,9.7822,-69.7931,Venezuela,48764
Prudentópolis,-25.2128,-50.9778,Brazil,48792
Lal-lo,18.2,121.6667,Philippines,48733
Tuckahoe,37.5878,-77.5858,United States,48799
Poções,-14.53,-40.365,Brazil,48729
Maţāy,28.4189,30.7792,Egypt,46903
Ladysmith,-28.5539,29.7825,South Africa,47375
Dachau,48.2603,11.4342,Germany,47400
Jasdan,22.03,71.2,India,48483
Suwa,36.0392,138.1142,Japan,48309
Ami,36.0333,140.2,Japan,48072
Bacolor,14.9984,120.6526,Philippines,48066
