country,code,GDP,year,metric,value,lat,lon
Burkina Faso,BFA,2395,2014,Regulatory Quality,-0.34,13,-2
Burkina Faso,BFA,2395,2014,Rule of Law,-0.55,13,-2
Burkina Faso,BFA,2395,2014,Voice and Accountability,-0.35,13,-2
Burkina Faso,BFA,2395,2015,Control of Corruption,-0.27,13,-2
Burkina Faso,BFA,2395,2015,Government Effectiveness,-0.65,13,-2
Burkina Faso,BFA,2395,2015,Political Stability and Absence of Violence/Terrorism,-0.61,13,-2
Burkina Faso,BFA,2395,2015,Regulatory Quality,-0.41,13,-2
Burkina Faso,BFA,2395,2015,Rule of Law,-0.52,13,-2
Burkina Faso,BFA,2395,2015,Voice and Accountability,-0.11,13,-2
Burkina Faso,BFA,2395,2016,Control of Corruption,-0.15,13,-2
Burkina Faso,BFA,2395,2016,Government Effectiveness,-0.6,13,-2
Burkina Faso,BFA,2395,2016,Political Stability and Absence of Violence/Terrorism,-0.87,13,-2
Burkina Faso,BFA,2395,2016,Regulatory Quality,-0.44,13,-2
Burkina Faso,BFA,2395,2016,Rule of Law,-0.44,13,-2
Burkina Faso,BFA,2395,2016,Voice and Accountability,0.01,13,-2
Burkina Faso,BFA,2395,2017,Control of Corruption,-0.11,13,-2
Burkina Faso,BFA,2395,2017,Government Effectiveness,-0.6,13,-2
Burkina Faso,BFA,2395,2017,Political Stability and Absence of Violence/Terrorism,-0.93,13,-2
Burkina Faso,BFA,2395,2017,Regulatory Quality,-0.46,13,-2
Burkina Faso,BFA,2395,2017,Rule of Law,-0.4,13,-2
Burkina Faso,BFA,2395,2017,Voice and Accountability,0.06,13,-2
Burkina Faso,BFA,2395,2018,Control of Corruption,-0.11,13,-2
Burkina Faso,BFA,2395,2018,Government Effectiveness,-0.61,13,-2
Burkina Faso,BFA,2395,2018,Political Stability and Absence of Violence/Terrorism,-1.06,13,-2
Burkina Faso,BFA,2395,2018,Regulatory Quality,-0.39,13,-2
Burkina Faso,BFA,2395,2018,Rule of Law,-0.44,13,-2
Burkina Faso,BFA,2395,2018,Voice and Accountability,-0.07,13,-2
Burkina Faso,BFA,2395,2019,Control of Corruption,-0.2,13,-2
Burkina Faso,BFA,2395,2019,Government Effectiveness,-0.75,13,-2
Burkina Faso,BFA,2395,2019,Political Stability and Absence of Violence/Terrorism,-1.3,13,-2
Burkina Faso,BFA,2395,2019,Regulatory Quality,-0.41,13,-2
Burkina Faso,BFA,2395,2019,Rule of Law,-0.45,13,-2
Burkina Faso,BFA,2395,2019,Voice and Accountability,-0.2,13,-2
Burkina Faso,BFA,2395,2020,Control of Corruption,-0.1,13,-2
Burkina Faso,BFA,2395,2020,Government Effectiveness,-0.68,13,-2
Burkina Faso,BFA,2395,2020,Political Stability and Absence of Violence/Terrorism,-1.54,13,-2
Burkina Faso,BFA,2395,2020,Regulatory Quality,-0.47,13,-2
Burkina Faso,BFA,2395,2020,Rule of Law,-0.44,13,-2
Burkina Faso,BFA,2395,2020,Voice and Accountability,-0.18,13,-2
Burkina Faso,BFA,2395,2021,Control of Corruption,-0.06,13,-2
Burkina Faso,BFA,2395,2021,Government Effectiveness,-0.73,13,-2
Burkina Faso,BFA,2395,2021,Political Stability and Absence of Violence/Terrorism,-1.64,13,-2
Burkina Faso,BFA,2395,2021,Regulatory Quality,-0.47,13,-2
Burkina Faso,BFA,2395,2021,Rule of Law,-0.44,13,-2
Burkina Faso,BFA,2395,2021,Voice and Accountability,-0.11,13,-2
Burundi,BDI,775,2012,Control of Corruption,-1.47,-3.5,30
Burundi,BDI,775,2012,Government Effectiveness,-1.31,-3.5,30
Burundi,BDI,775,2012,Political Stability and Absence of Violence/Terrorism,-1.7,-3.5,30
Burundi,BDI,775,2012,Regulatory Quality,-0.95,-3.5,30
Burundi,BDI,775,2012,Rule of Law,-1.08,-3.5,30
Burundi,BDI,775,2012,Voice and Accountability,-0.89,-3.5,30
Burundi,BDI,775,2013,Control of Corruption,-1.43,-3.5,30
Burundi,BDI,775,2013,Government Effectiveness,-1.07,-3.5,30
Burundi,BDI,775,2013,Political Stability and Absence of Violence/Terrorism,-1.35,-3.5,30
Burundi,BDI,775,2013,Regulatory Quality,-0.9,-3.5,30
Burundi,BDI,775,2013,Rule of Law,-1.08,-3.5,30
Burundi,BDI,775,2013,Voice and Accountability,-0.95,-3.5,30
Burundi,BDI,775,2014,Control of Corruption,-1.27,-3.5,30
Burundi,BDI,775,2014,Government Effectiveness,-1.15,-3.5,30
Burundi,BDI,775,2014,Political Stability and Absence of Violence/Terrorism,-0.78,-3.5,30
Burundi,BDI,775,2014,Regulatory Quality,-0.73,-3.5,30
Burundi,BDI,775,2014,Rule of Law,-0.97,-3.5,30
Burundi,BDI,775,2014,Voice and Accountability,-1.04,-3.5,30
Burundi,BDI,775,2015,Control of Corruption,-1.27,-3.5,30
Burundi,BDI,775,2015,Government Effectiveness,-1.21,-3.5,30
Burundi,BDI,775,2015,Political Stability and Absence of Violence/Terrorism,-1.94,-3.5,30
Burundi,BDI,775,2015,Regulatory Quality,-0.74,-3.5,30
Burundi,BDI,775,2015,Rule of Law,-1.17,-3.5,30
Burundi,BDI,775,2015,Voice and Accountability,-1.27,-3.5,30
Burundi,BDI,775,2016,Control of Corruption,-1.26,-3.5,30
Burundi,BDI,775,2016,Government Effectiveness,-1.46,-3.5,30
Burundi,BDI,775,2016,Political Stability and Absence of Violence/Terrorism,-1.97,-3.5,30
Burundi,BDI,775,2016,Regulatory Quality,-0.84,-3.5,30
Burundi,BDI,775,2016,Rule of Law,-1.48,-3.5,30
Burundi,BDI,775,2016,Voice and Accountability,-1.56,-3.5,30
Burundi,BDI,775,2017,Control of Corruption,-1.3,-3.5,30
Burundi,BDI,775,2017,Government Effectiveness,-1.36,-3.5,30
Burundi,BDI,775,2017,Political Stability and Absence of Violence/Terrorism,-2.01,-3.5,30
Burundi,BDI,775,2017,Regulatory Quality,-0.85,-3.5,30
Burundi,BDI,775,2017,Rule of Law,-1.4,-3.5,30
Burundi,BDI,775,2017,Voice and Accountability,-1.58,-3.5,30
Burundi,BDI,775,2018,Control of Corruption,-1.46,-3.5,30
Burundi,BDI,775,2018,Government Effectiveness,-1.43,-3.5,30
Burundi,BDI,775,2018,Political Stability and Absence of Violence/Terrorism,-1.57,-3.5,30
Burundi,BDI,775,2018,Regulatory Quality,-0.99,-3.5,30
Burundi,BDI,775,2018,Rule of Law,-1.5,-3.5,30
Burundi,BDI,775,2018,Voice and Accountability,-1.67,-3.5,30
Burundi,BDI,775,2019,Control of Corruption,-1.48,-3.5,30
Burundi,BDI,775,2019,Government Effectiveness,-1.35,-3.5,30
Burundi,BDI,775,2019,Political Stability and Absence of Violence/Terrorism,-1.62,-3.5,30
Burundi,BDI,775,2019,Regulatory Quality,-0.97,-3.5,30
Burundi,BDI,775,2019,Rule of Law,-1.44,-3.5,30
Burundi,BDI,775,2019,Voice and Accountability,-1.72,-3.5,30
Burundi,BDI,775,2020,Control of Corruption,-1.54,-3.5,30
Burundi,BDI,775,2020,Government Effectiveness,-1.28,-3.5,30
Burundi,BDI,775,2020,Political Stability and Absence of Violence/Terrorism,-1.54,-3.5,30
Burundi,BDI,775,2020,Regulatory Quality,-1.04,-3.5,30
Burundi,BDI,775,2020,Rule of Law,-1.32,-3.5,30
Burundi,BDI,775,2020,Voice and Accountability,-1.53,-3.5,30
Burundi,BDI,775,2021,Control of Corruption,-1.58,-3.5,30
Burundi,BDI,775,2021,Government Effectiveness,-1.33,-3.5,30
Burundi,BDI,775,2021,Political Stability and Absence of Violence/Terrorism,-1.36,-3.5,30
Burundi,BDI,775,2021,Regulatory Quality,-0.98,-3.5,30
Burundi,BDI,775,2021,Rule of Law,-1.29,-3.5,30
Burundi,BDI,775,2021,Voice and Accountability,-1.41,-3.5,30
Cabo Verde,CPV,6717,2012,Control of Corruption,0.89,16,-24
Cabo Verde,CPV,6717,2012,Government Effectiveness,0.05,16,-24
Cabo Verde,CPV,6717,2012,Political Stability and Absence of Violence/Terrorism,0.81,16,-24
Cabo Verde,CPV,6717,2012,Regulatory Quality,0.02,16,-24
Cabo Verde,CPV,6717,2012,Rule of Law,0.51,16,-24
Cabo Verde,CPV,6717,2012,Voice and Accountability,0.94,16,-24
Cabo Verde,CPV,6717,2013,Control of Corruption,0.85,16,-24
Cabo Verde,CPV,6717,2013,Government Effectiveness,0.04,16,-24
Cabo Verde,CPV,6717,2013,Political Stability and Absence of Violence/Terrorism,0.78,16,-24
Cabo Verde,CPV,6717,2013,Regulatory Quality,-0.12,16,-24
Cabo Verde,CPV,6717,2013,Rule of Law,0.55,16,-24
Cabo Verde,CPV,6717,2013,Voice and Accountability,0.92,16,-24
Cabo Verde,CPV,6717,2014,Control of Corruption,0.97,16,-24
Cabo Verde,CPV,6717,2014,Government Effectiveness,0.04,16,-24
Cabo Verde,CPV,6717,2014,Political Stability and Absence of Violence/Terrorism,0.35,16,-24
Cabo Verde,CPV,6717,2014,Regulatory Quality,-0.24,16,-24
Cabo Verde,CPV,6717,2014,Rule of Law,0.66,16,-24
Cabo Verde,CPV,6717,2014,Voice and Accountability,0.96,16,-24
Cabo Verde,CPV,6717,2015,Control of Corruption,0.95,16,-24
Cabo Verde,CPV,6717,2015,Government Effectiveness,0.19,16,-24
Cabo Verde,CPV,6717,2015,Political Stability and Absence of Violence/Terrorism,0.87,16,-24
Cabo Verde,CPV,6717,2015,Regulatory Quality,-0.14,16,-24
Cabo Verde,CPV,6717,2015,Rule of Law,0.59,16,-24
Cabo Verde,CPV,6717,2015,Voice and Accountability,0.94,16,-24
Cabo Verde,CPV,6717,2016,Control of Corruption,0.86,16,-24
Cabo Verde,CPV,6717,2016,Government Effectiveness,0.14,16,-24
Cabo Verde,CPV,6717,2016,Political Stability and Absence of Violence/Terrorism,0.89,16,-24
Cabo Verde,CPV,6717,2016,Regulatory Quality,-0.18,16,-24
Cabo Verde,CPV,6717,2016,Rule of Law,0.3,16,-24
Cabo Verde,CPV,6717,2016,Voice and Accountability,0.97,16,-24
Cabo Verde,CPV,6717,2017,Control of Corruption,0.82,16,-24
Cabo Verde,CPV,6717,2017,Government Effectiveness,0.17,16,-24
Cabo Verde,CPV,6717,2017,Political Stability and Absence of Violence/Terrorism,0.77,16,-24
Cabo Verde,CPV,6717,2017,Regulatory Quality,-0.06,16,-24
Cabo Verde,CPV,6717,2017,Rule of Law,0.38,16,-24
Cabo Verde,CPV,6717,2017,Voice and Accountability,0.96,16,-24
Cabo Verde,CPV,6717,2018,Control of Corruption,0.79,16,-24
Cabo Verde,CPV,6717,2018,Government Effectiveness,0.36,16,-24
Cabo Verde,CPV,6717,2018,Political Stability and Absence of Violence/Terrorism,0.85,16,-24
Cabo Verde,CPV,6717,2018,Regulatory Quality,-0.03,16,-24
Cabo Verde,CPV,6717,2018,Rule of Law,0.41,16,-24
Cabo Verde,CPV,6717,2018,Voice and Accountability,0.96,16,-24
Cabo Verde,CPV,6717,2019,Control of Corruption,0.87,16,-24
Cabo Verde,CPV,6717,2019,Government Effectiveness,0.29,16,-24
Cabo Verde,CPV,6717,2019,Political Stability and Absence of Violence/Terrorism,0.87,16,-24
Cabo Verde,CPV,6717,2019,Regulatory Quality,-0.02,16,-24
Cabo Verde,CPV,6717,2019,Rule of Law,0.47,16,-24
Cabo Verde,CPV,6717,2019,Voice and Accountability,0.95,16,-24
Cabo Verde,CPV,6717,2020,Control of Corruption,0.87,16,-24
Cabo Verde,CPV,6717,2020,Government Effectiveness,0.23,16,-24
Cabo Verde,CPV,6717,2020,Political Stability and Absence of Violence/Terrorism,0.89,16,-24
Cabo Verde,CPV,6717,2020,Regulatory Quality,0.17,16,-24
Cabo Verde,CPV,6717,2020,Rule of Law,0.46,16,-24
Cabo Verde,CPV,6717,2020,Voice and Accountability,0.92,16,-24
Cabo Verde,CPV,6717,2021,Control of Corruption,1.04,16,-24
Cabo Verde,CPV,6717,2021,Government Effectiveness,0.04,16,-24
Cabo Verde,CPV,6717,2021,Political Stability and Absence of Violence/Terrorism,0.9,16,-24
Cabo Verde,CPV,6717,2021,Regulatory Quality,0.27,16,-24
Cabo Verde,CPV,6717,2021,Rule of Law,0.35,16,-24
Cabo Verde,CPV,6717,2021,Voice and Accountability,0.94,16,-24
Cambodia,KHM,4784,2012,Control of Corruption,-1.08,13,105
Cambodia,KHM,4784,2012,Government Effectiveness,-0.82,13,105
Cambodia,KHM,4784,2012,Political Stability and Absence of Violence/Terrorism,-0.1,13,105
Cambodia,KHM,4784,2012,Regulatory Quality,-0.36,13,105
Cambodia,KHM,4784,2012,Rule of Law,-0.98,13,105
Cambodia,KHM,4784,2012,Voice and Accountability,-0.96,13,105
Cambodia,KHM,4784,2013,Control of Corruption,-1.06,13,105
Cambodia,KHM,4784,2013,Government Effectiveness,-0.91,13,105
Cambodia,KHM,4784,2013,Political Stability and Absence of Violence/Terrorism,-0.14,13,105
Cambodia,KHM,4784,2013,Regulatory Quality,-0.35,13,105
Cambodia,KHM,4784,2013,Rule of Law,-1.01,13,105
Cambodia,KHM,4784,2013,Voice and Accountability,-0.98,13,105
Cambodia,KHM,4784,2014,Control of Corruption,-1.15,13,105
Cambodia,KHM,4784,2014,Government Effectiveness,-0.69,13,105
Cambodia,KHM,4784,2014,Political Stability and Absence of Violence/Terrorism,0.02,13,105
Cambodia,KHM,4784,2014,Regulatory Quality,-0.44,13,105
Cambodia,KHM,4784,2014,Rule of Law,-0.95,13,105
Cambodia,KHM,4784,2014,Voice and Accountability,-1.11,13,105
Cambodia,KHM,4784,2015,Control of Corruption,-1.13,13,105
Cambodia,KHM,4784,2015,Government Effectiveness,-0.7,13,105
Cambodia,KHM,4784,2015,Political Stability and Absence of Violence/Terrorism,0.06,13,105
Cambodia,KHM,4784,2015,Regulatory Quality,-0.53,13,105
Cambodia,KHM,4784,2015,Rule of Law,-0.98,13,105
Cambodia,KHM,4784,2015,Voice and Accountability,-1.12,13,105
Cambodia,KHM,4784,2016,Control of Corruption,-1.28,13,105
Cambodia,KHM,4784,2016,Government Effectiveness,-0.69,13,105
Cambodia,KHM,4784,2016,Political Stability and Absence of Violence/Terrorism,0.21,13,105
Cambodia,KHM,4784,2016,Regulatory Quality,-0.48,13,105
Cambodia,KHM,4784,2016,Rule of Law,-1.07,13,105
Cambodia,KHM,4784,2016,Voice and Accountability,-1.11,13,105
Cambodia,KHM,4784,2017,Control of Corruption,-1.3,13,105
Cambodia,KHM,4784,2017,Government Effectiveness,-0.65,13,105
Cambodia,KHM,4784,2017,Political Stability and Absence of Violence/Terrorism,0.09,13,105
Cambodia,KHM,4784,2017,Regulatory Quality,-0.5,13,105
Cambodia,KHM,4784,2017,Rule of Law,-1.06,13,105
Cambodia,KHM,4784,2017,Voice and Accountability,-1.15,13,105
Cambodia,KHM,4784,2018,Control of Corruption,-1.34,13,105
Cambodia,KHM,4784,2018,Government Effectiveness,-0.56,13,105
Cambodia,KHM,4784,2018,Political Stability and Absence of Violence/Terrorism,0.1,13,105
Cambodia,KHM,4784,2018,Regulatory Quality,-0.5,13,105
Cambodia,KHM,4784,2018,Rule of Law,-1.12,13,105
Cambodia,KHM,4784,2018,Voice and Accountability,-1.24,13,105
Cambodia,KHM,4784,2019,Control of Corruption,-1.3,13,105
Cambodia,KHM,4784,2019,Government Effectiveness,-0.57,13,105
Cambodia,KHM,4784,2019,Political Stability and Absence of Violence/Terrorism,-0.09,13,105
Cambodia,KHM,4784,2019,Regulatory Quality,-0.57,13,105
Cambodia,KHM,4784,2019,Rule of Law,-0.94,13,105
Cambodia,KHM,4784,2019,Voice and Accountability,-1.22,13,105
Cambodia,KHM,4784,2020,Control of Corruption,-1.25,13,105
Cambodia,KHM,4784,2020,Government Effectiveness,-0.39,13,105
Cambodia,KHM,4784,2020,Political Stability and Absence of Violence/Terrorism,-0.23,13,105
Cambodia,KHM,4784,2020,Regulatory Quality,-0.62,13,105
Cambodia,KHM,4784,2020,Rule of Law,-0.94,13,105
Cambodia,KHM,4784,2020,Voice and Accountability,-1.36,13,105
Cambodia,KHM,4784,2021,Control of Corruption,-1.18,13,105
Cambodia,KHM,4784,2021,Government Effectiveness,-0.42,13,105
Cambodia,KHM,4784,2021,Political Stability and Absence of Violence/Terrorism,-0.13,13,105
Cambodia,KHM,4784,2021,Regulatory Quality,-0.64,13,105
Cambodia,KHM,4784,2021,Rule of Law,-0.9,13,105
Cambodia,KHM,4784,2021,Voice and Accountability,-1.44,13,105
Cameroon,CMR,4065,2012,Control of Corruption,-1.27,6,12
Cameroon,CMR,4065,2012,Government Effectiveness,-0.9,6,12
Cameroon,CMR,4065,2012,Political Stability and Absence of Violence/Terrorism,-0.59,6,12
Cameroon,CMR,4065,2012,Regulatory Quality,-0.93,6,12
Cameroon,CMR,4065,2012,Rule of Law,-1.04,6,12
Cameroon,CMR,4065,2012,Voice and Accountability,-1.02,6,12
Cameroon,CMR,4065,2013,Control of Corruption,-1.22,6,12
Cameroon,CMR,4065,2013,Government Effectiveness,-0.92,6,12
Cameroon,CMR,4065,2013,Political Stability and Absence of Violence/Terrorism,-0.53,6,12
Cameroon,CMR,4065,2013,Regulatory Quality,-0.96,6,12
Cameroon,CMR,4065,2013,Rule of Law,-1.06,6,12
Cameroon,CMR,4065,2013,Voice and Accountability,-1.04,6,12
Cameroon,CMR,4065,2014,Control of Corruption,-1.18,6,12
Cameroon,CMR,4065,2014,Government Effectiveness,-0.81,6,12
Cameroon,CMR,4065,2014,Political Stability and Absence of Violence/Terrorism,-1.06,6,12
Cameroon,CMR,4065,2014,Regulatory Quality,-0.9,6,12
Cameroon,CMR,4065,2014,Rule of Law,-0.9,6,12
Cameroon,CMR,4065,2014,Voice and Accountability,-0.94,6,12
Cameroon,CMR,4065,2015,Control of Corruption,-1.07,6,12
Cameroon,CMR,4065,2015,Government Effectiveness,-0.8,6,12
Cameroon,CMR,4065,2015,Political Stability and Absence of Violence/Terrorism,-0.99,6,12
Cameroon,CMR,4065,2015,Regulatory Quality,-0.92,6,12
Cameroon,CMR,4065,2015,Rule of Law,-0.98,6,12
Cameroon,CMR,4065,2015,Voice and Accountability,-0.95,6,12
Cameroon,CMR,4065,2016,Control of Corruption,-1.16,6,12
Cameroon,CMR,4065,2016,Government Effectiveness,-0.78,6,12
Cameroon,CMR,4065,2016,Political Stability and Absence of Violence/Terrorism,-1.06,6,12
Cameroon,CMR,4065,2016,Regulatory Quality,-0.8,6,12
Cameroon,CMR,4065,2016,Rule of Law,-1.05,6,12
Cameroon,CMR,4065,2016,Voice and Accountability,-1.03,6,12
Cameroon,CMR,4065,2017,Control of Corruption,-1.21,6,12
Cameroon,CMR,4065,2017,Government Effectiveness,-0.83,6,12
Cameroon,CMR,4065,2017,Political Stability and Absence of Violence/Terrorism,-1.1,6,12
Cameroon,CMR,4065,2017,Regulatory Quality,-0.83,6,12
Cameroon,CMR,4065,2017,Rule of Law,-1.04,6,12
Cameroon,CMR,4065,2017,Voice and Accountability,-1.05,6,12
Cameroon,CMR,4065,2018,Control of Corruption,-1.14,6,12
Cameroon,CMR,4065,2018,Government Effectiveness,-0.82,6,12
Cameroon,CMR,4065,2018,Political Stability and Absence of Violence/Terrorism,-1.4,6,12
Cameroon,CMR,4065,2018,Regulatory Quality,-0.8,6,12
Cameroon,CMR,4065,2018,Rule of Law,-1.09,6,12
Cameroon,CMR,4065,2018,Voice and Accountability,-1.13,6,12
Cameroon,CMR,4065,2019,Control of Corruption,-1.19,6,12
Cameroon,CMR,4065,2019,Government Effectiveness,-0.83,6,12
Cameroon,CMR,4065,2019,Political Stability and Absence of Violence/Terrorism,-1.56,6,12
Cameroon,CMR,4065,2019,Regulatory Quality,-0.83,6,12
Cameroon,CMR,4065,2019,Rule of Law,-1.13,6,12
Cameroon,CMR,4065,2019,Voice and Accountability,-1.21,6,12
Cameroon,CMR,4065,2020,Control of Corruption,-1.11,6,12
Cameroon,CMR,4065,2020,Government Effectiveness,-0.9,6,12
Cameroon,CMR,4065,2020,Political Stability and Absence of Violence/Terrorism,-1.5,6,12
Cameroon,CMR,4065,2020,Regulatory Quality,-0.82,6,12
Cameroon,CMR,4065,2020,Rule of Law,-1.15,6,12
Cameroon,CMR,4065,2020,Voice and Accountability,-1.21,6,12
Cameroon,CMR,4065,2021,Control of Corruption,-1.09,6,12
Cameroon,CMR,4065,2021,Government Effectiveness,-0.88,6,12
Cameroon,CMR,4065,2021,Political Stability and Absence of Violence/Terrorism,-1.41,6,12
Cameroon,CMR,4065,2021,Regulatory Quality,-0.92,6,12
Cameroon,CMR,4065,2021,Rule of Law,-1.1,6,12
Cameroon,CMR,4065,2021,Voice and Accountability,-1.16,6,12
Canada,CAN,52085,2012,Control of Corruption,1.92,60,-95
Canada,CAN,52085,2012,Government Effectiveness,1.76,60,-95
Canada,CAN,52085,2012,Political Stability and Absence of Violence/Terrorism,1.11,60,-95
Canada,CAN,52085,2012,Regulatory Quality,1.71,60,-95
Canada,CAN,52085,2012,Rule of Law,1.76,60,-95
Canada,CAN,52085,2012,Voice and Accountability,1.44,60,-95
Canada,CAN,52085,2013,Control of Corruption,1.88,60,-95
Canada,CAN,52085,2013,Government Effectiveness,1.78,60,-95
Canada,CAN,52085,2013,Political Stability and Absence of Violence/Terrorism,1.06,60,-95
Canada,CAN,52085,2013,Regulatory Quality,1.73,60,-95
Canada,CAN,52085,2013,Rule of Law,1.75,60,-95
Canada,CAN,52085,2013,Voice and Accountability,1.45,60,-95
Canada,CAN,52085,2014,Control of Corruption,1.83,60,-95
Canada,CAN,52085,2014,Government Effectiveness,1.75,60,-95
Canada,CAN,52085,2014,Political Stability and Absence of Violence/Terrorism,1.18,60,-95
Canada,CAN,52085,2014,Regulatory Quality,1.84,60,-95
Canada,CAN,52085,2014,Rule of Law,1.89,60,-95
Canada,CAN,52085,2014,Voice and Accountability,1.41,60,-95
Canada,CAN,52085,2015,Control of Corruption,1.88,60,-95
Canada,CAN,52085,2015,Government Effectiveness,1.76,60,-95
Canada,CAN,52085,2015,Political Stability and Absence of Violence/Terrorism,1.27,60,-95
Canada,CAN,52085,2015,Regulatory Quality,1.71,60,-95
Canada,CAN,52085,2015,Rule of Law,1.84,60,-95
Canada,CAN,52085,2015,Voice and Accountability,1.47,60,-95
Canada,CAN,52085,2016,Control of Corruption,1.98,60,-95
Canada,CAN,52085,2016,Government Effectiveness,1.77,60,-95
Canada,CAN,52085,2016,Political Stability and Absence of Violence/Terrorism,1.26,60,-95
Canada,CAN,52085,2016,Regulatory Quality,1.74,60,-95
Canada,CAN,52085,2016,Rule of Law,1.83,60,-95
Canada,CAN,52085,2016,Voice and Accountability,1.45,60,-95
Canada,CAN,52085,2017,Control of Corruption,1.92,60,-95
Canada,CAN,52085,2017,Government Effectiveness,1.85,60,-95
Canada,CAN,52085,2017,Political Stability and Absence of Violence/Terrorism,1.1,60,-95
Canada,CAN,52085,2017,Regulatory Quality,1.88,60,-95
Canada,CAN,52085,2017,Rule of Law,1.79,60,-95
Canada,CAN,52085,2017,Voice and Accountability,1.48,60,-95
Canada,CAN,52085,2018,Control of Corruption,1.82,60,-95
Canada,CAN,52085,2018,Government Effectiveness,1.71,60,-95
Canada,CAN,52085,2018,Political Stability and Absence of Violence/Terrorism,0.98,60,-95
Canada,CAN,52085,2018,Regulatory Quality,1.7,60,-95
Canada,CAN,52085,2018,Rule of Law,1.75,60,-95
Canada,CAN,52085,2018,Voice and Accountability,1.49,60,-95
Canada,CAN,52085,2019,Control of Corruption,1.76,60,-95
Canada,CAN,52085,2019,Government Effectiveness,1.72,60,-95
Canada,CAN,52085,2019,Political Stability and Absence of Violence/Terrorism,1.02,60,-95
Canada,CAN,52085,2019,Regulatory Quality,1.71,60,-95
Canada,CAN,52085,2019,Rule of Law,1.75,60,-95
Canada,CAN,52085,2019,Voice and Accountability,1.43,60,-95
Canada,CAN,52085,2020,Control of Corruption,1.59,60,-95
Canada,CAN,52085,2020,Government Effectiveness,1.64,60,-95
Canada,CAN,52085,2020,Political Stability and Absence of Violence/Terrorism,1.03,60,-95
Canada,CAN,52085,2020,Regulatory Quality,1.6,60,-95
Canada,CAN,52085,2020,Rule of Law,1.65,60,-95
Canada,CAN,52085,2020,Voice and Accountability,1.48,60,-95
Canada,CAN,52085,2021,Control of Corruption,1.65,60,-95
Canada,CAN,52085,2021,Government Effectiveness,1.6,60,-95
Canada,CAN,52085,2021,Political Stability and Absence of Violence/Terrorism,0.94,60,-95
Canada,CAN,52085,2021,Regulatory Quality,1.62,60,-95
Canada,CAN,52085,2021,Rule of Law,1.63,60,-95
Canada,CAN,52085,2021,Voice and Accountability,1.46,60,-95
Central African Republic,CAF,920,2012,Control of Corruption,-1.01,7,21
Central African Republic,CAF,920,2012,Government Effectiveness,-1.46,7,21
Central African Republic,CAF,920,2012,Political Stability and Absence of Violence/Terrorism,-1.85,7,21
Central African Republic,CAF,920,2012,Regulatory Quality,-1.07,7,21
Central African Republic,CAF,920,2012,Rule of Law,-1.44,7,21
Central African Republic,CAF,920,2012,Voice and Accountability,-1.24,7,21
Central African Republic,CAF,920,2013,Control of Corruption,-1.1,7,21
Central African Republic,CAF,920,2013,Government Effectiveness,-1.63,7,21
Central African Republic,CAF,920,2013,Political Stability and Absence of Violence/Terrorism,-2.15,7,21
Central African Republic,CAF,920,2013,Regulatory Quality,-1.17,7,21
Central African Republic,CAF,920,2013,Rule of Law,-1.81,7,21
Central African Republic,CAF,920,2013,Voice and Accountability,-1.47,7,21
Central African Republic,CAF,920,2014,Control of Corruption,-1.17,7,21
Central African Republic,CAF,920,2014,Government Effectiveness,-1.89,7,21
Central African Republic,CAF,920,2014,Political Stability and Absence of Violence/Terrorism,-2.7,7,21
Central African Republic,CAF,920,2014,Regulatory Quality,-1.39,7,21
Central African Republic,CAF,920,2014,Rule of Law,-1.71,7,21
Central African Republic,CAF,920,2014,Voice and Accountability,-1.39,7,21
Central African Republic,CAF,920,2015,Control of Corruption,-1.3,7,21
Central African Republic,CAF,920,2015,Government Effectiveness,-1.79,7,21
Central African Republic,CAF,920,2015,Political Stability and Absence of Violence/Terrorism,-1.9,7,21
Central African Republic,CAF,920,2015,Regulatory Quality,-1.42,7,21
Central African Republic,CAF,920,2015,Rule of Law,-1.69,7,21
Central African Republic,CAF,920,2015,Voice and Accountability,-1.22,7,21
Central African Republic,CAF,920,2016,Control of Corruption,-1.28,7,21
Central African Republic,CAF,920,2016,Government Effectiveness,-1.79,7,21
Central African Republic,CAF,920,2016,Political Stability and Absence of Violence/Terrorism,-1.79,7,21
Central African Republic,CAF,920,2016,Regulatory Quality,-1.41,7,21
Central African Republic,CAF,920,2016,Rule of Law,-1.84,7,21
Central African Republic,CAF,920,2016,Voice and Accountability,-1.08,7,21
Central African Republic,CAF,920,2017,Control of Corruption,-1.18,7,21
Central African Republic,CAF,920,2017,Government Effectiveness,-1.78,7,21
Central African Republic,CAF,920,2017,Political Stability and Absence of Violence/Terrorism,-2.01,7,21
Central African Republic,CAF,920,2017,Regulatory Quality,-1.48,7,21
Central African Republic,CAF,920,2017,Rule of Law,-1.75,7,21
Central African Republic,CAF,920,2017,Voice and Accountability,-1.11,7,21
Central African Republic,CAF,920,2018,Control of Corruption,-1.21,7,21
Central African Republic,CAF,920,2018,Government Effectiveness,-1.71,7,21
Central African Republic,CAF,920,2018,Political Stability and Absence of Violence/Terrorism,-2.18,7,21
Central African Republic,CAF,920,2018,Regulatory Quality,-1.38,7,21
Central African Republic,CAF,920,2018,Rule of Law,-1.71,7,21
Central African Republic,CAF,920,2018,Voice and Accountability,-1.21,7,21
Central African Republic,CAF,920,2019,Control of Corruption,-1.22,7,21
Central African Republic,CAF,920,2019,Government Effectiveness,-1.75,7,21
Central African Republic,CAF,920,2019,Political Stability and Absence of Violence/Terrorism,-2.14,7,21
